Name,Slug,Brand,Group,Collection,Tagline,Description,Category Slug,Category Label,Subcategory Slug,Subcategory Label,Price,Rating,Reviews Count,Protocols,Functions,Compatibility,Primary Feature Title,Primary Feature Text
Sunricher SR-2400LC,sr-2400lc,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2400LC обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,20900,5.0,19,DALI,Диммирование · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2400GC,sr-2400gc,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2400GC обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,20900,4.9,9,DALI,Диммирование · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2400SC,sr-2400sc,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2400SC обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,20900,4.8,21,DALI,Диммирование · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2400PD,sr-2400pd,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,14000,5.0,43,DALI · NFC · Bluetooth,Диммирование,DALI Ecosystem,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SR-DA2833MS-CP,sr-da2833ms-cp,Sunricher,b2b,Professional · DALI,Главный контроллер (Master) DALI,Центральное устройство для адресации и управления всей DALI-сетью. Позволяет настраивать группы и сцены через ПО.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16600,4.8,39,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,Центр системы,Обеспечивает питание шины и маршрутизацию команд для всех светильников.
Sunricher SR-DA2833DS-CP,sr-da2833ds-cp,Sunricher,b2b,Professional · DALI,Главный контроллер (Master) DALI,Центральное устройство для адресации и управления всей DALI-сетью. Позволяет настраивать группы и сцены через ПО.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16600,4.8,46,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,Центр системы,Обеспечивает питание шины и маршрутизацию команд для всех светильников.
Sunricher SR-2412-S,sr-2412-s,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2412-S обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,21100,4.8,19,DALI,Диммирование,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9030A-MW,sr-da9030a-mw,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9030A-MW обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,5.0,16,DALI,Диммирование,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9030A-PIR,sr-da9030a-pir,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9030A-PIR обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,4.7,35,DALI,Диммирование,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9032A-PIR,sr-da9032a-pir,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9032A-PIR обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,4.8,27,DALI,Диммирование,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9035A-PIR,sr-da9035a-pir,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9035A-PIR обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,4.8,6,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9035A-MV,sr-da9035a-mv,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9035A-MV обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,4.8,49,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9035A-MW-BUS,sr-da9035a-mw-bus,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9035A-MW-BUS обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,4.8,50,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9035B-MV,sr-da9035b-mv,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9035B-MV обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,16800,5.0,34,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-DA9033A-MW,sr-da9033a-mw,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-DA9033A-MW обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,21300,4.8,41,DALI-2,Диммирование,DALI Ecosystem · DALI-2 Certified,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2411-RF-DIM,sr-2411-rf-dim,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2411-RF-DIM обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,22300,4.8,31,DALI,Диммирование · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2411-RF-CCT,sr-2411-rf-cct,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2411-RF-CCT обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,22300,4.7,19,DALI · Bluetooth,Диммирование · CCT контроль · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2411-RF-RGBW,sr-2411-rf-rgbw,Sunricher,b2b,Professional · DALI,Профессиональное управление освещением,Высококачественное устройство Sunricher для систем DALI. Модель SR-2411-RF-RGBW обеспечивает надежную и бесперебойную работу вашего умного дома.,gateways-protocols,Протоколы и Шлюзы,dali-masters,DALI Мастера,22300,4.9,6,DALI,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem,DALI стандарт,Полная совместимость со всеми сертифицированными устройствами стандарта DALI.
Sunricher SR-2411-ZG,sr-2411-zg,Sunricher,b2b,Professional · DALI,Сенсорная панель управления DALI,"Стильная настенная панель для управления DALI-шиной. Поддерживает контроль яркости, цветовой температуры и запуск сценариев.",control,Управление,wired-panels,Проводные панели,18100,5.0,9,DALI · Bluetooth,Диммирование · CCT контроль,DALI Ecosystem,Премиальный дизайн,Гладкое стекло и чувствительный сенсор для идеального управления светом.
Sunricher SR-2421-ZG,sr-2421-zg,Sunricher,b2b,Professional · DALI,Конвертер интерфейсов DALI,"Интеграционный модуль для преобразования сигналов DALI в другие стандарты (например, 0-10V или PWM) или наоборот.",gateways-protocols,Протоколы и Шлюзы,protocol-converters,Конвертеры протоколов,18100,4.8,16,DALI · Bluetooth · 0-10V,Диммирование · RGBW контроль,DALI Ecosystem,Универсальная интеграция,Связывает различные типы светильников и автоматики в единую экосистему.
Sunricher SR-2421-ZG-P,sr-2421-zg-p,Sunricher,b2b,Professional · DALI,Конвертер интерфейсов DALI,"Интеграционный модуль для преобразования сигналов DALI в другие стандарты (например, 0-10V или PWM) или наоборот.",gateways-protocols,Протоколы и Шлюзы,protocol-converters,Конвертеры протоколов,18100,4.9,44,DALI · Bluetooth · 0-10V,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem,Универсальная интеграция,Связывает различные типы светильников и автоматики в единую экосистему.
Sunricher SR-2421-SB,sr-2421-sb,Sunricher,b2b,Professional · DALI,Конвертер интерфейсов DALI,"Интеграционный модуль для преобразования сигналов DALI в другие стандарты (например, 0-10V или PWM) или наоборот.",gateways-protocols,Протоколы и Шлюзы,protocol-converters,Конвертеры протоколов,18100,5.0,23,DALI · Bluetooth · 0-10V,Диммирование · RGBW контроль,DALI Ecosystem,Универсальная интеграция,Связывает различные типы светильников и автоматики в единую экосистему.
Sunricher SR-2421-BL-TY,sr-2421-bl-ty,Sunricher,b2b,Professional · DALI,Конвертер интерфейсов DALI,"Интеграционный модуль для преобразования сигналов DALI в другие стандарты (например, 0-10V или PWM) или наоборот.",gateways-protocols,Протоколы и Шлюзы,protocol-converters,Конвертеры протоколов,23000,5.0,45,DALI · Bluetooth · 0-10V,Диммирование · RGBW контроль,DALI Ecosystem · Tuya Smart,Универсальная интеграция,Связывает различные типы светильников и автоматики в единую экосистему.
Sunricher SRPM-2305N-7CC350-700,srpm-2305n-7cc350-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,5500,4.8,44,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPM-2309N-7CCT350-700,srpm-2309n-7cct350-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,5800,5.0,32,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPM-2305N-10CC100-450,srpm-2305n-10cc100-450,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,5600,4.9,10,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPM-2309N-10CCT100-450,srpm-2309n-10cct100-450,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,5900,4.9,5,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-10CC100-500,srp-2305n-10cc100-500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,6200,4.7,7,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-10CCT100-500,srp-2309n-10cct100-500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,6700,4.8,31,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-12CC100-700,srp-2305n-12cc100-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,6600,4.9,12,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-12CCT100-700,srp-2309n-12cct100-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7000,4.8,8,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-15CC100-700,srp-2305n-15cc100-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,6800,4.9,43,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-15CCT100-700,srp-2309n-15cct100-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7300,4.8,22,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-25CC250-700,srp-2305n-25cc250-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7400,4.9,24,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-25CCT250-700,srp-2309n-25cct250-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8000,4.8,45,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-36CC350-1050,srp-2305n-36cc350-1050,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8100,5.0,9,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-36CCT350-1050,srp-2309n-36cct350-1050,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8800,4.8,36,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-45CC500-1400,srp-2305n-45cc500-1400,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8400,5.0,7,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-45CCT500-1400,srp-2309n-45cct500-1400,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9100,4.7,48,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305N-65CC500-1500,srp-2305n-65cc500-1500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,11100,4.9,17,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-65CCT500-1500,srp-2309n-65cct500-1500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,12100,5.0,15,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2305N-10CC100-500,srpy-2305n-10cc100-500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7100,4.7,12,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2309N-10CCT100-500,srpy-2309n-10cct100-500,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7800,4.7,22,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2305N-15CC200-700,srpy-2305n-15cc200-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7300,4.9,13,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2309N-15CCT200-700,srpy-2309n-15cct200-700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8000,4.8,28,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2305N-25CC300-850,srpy-2305n-25cc300-850,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8900,5.0,10,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2309N-25CCT300-850,srpy-2309n-25cct300-850,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9700,4.8,35,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2305N-36CC600-1200,srpy-2305n-36cc600-1200,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10900,4.9,34,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPY-2309N-36CCT600-1200,srpy-2309n-36cct600-1200,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,11700,4.9,46,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305-24-30CV,srp-2305-24-30cv,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10800,4.9,39,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305-24-50CV,srp-2305-24-50cv,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,12800,4.9,34,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305-24-75LCV,srp-2305-24-75lcv,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,16300,4.9,33,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-75LCVT,srp-2309-24-75lcvt,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,18200,4.9,7,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-75LCVF,srp-2309-24-75lcvf,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,20700,4.8,26,DALI-2 · NFC,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305-24-100LCV,srp-2305-24-100lcv,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,18900,4.8,7,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-100LCVT,srp-2309-24-100lcvt,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,20700,4.9,36,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-100LCVF,srp-2309-24-100lcvf,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,22000,5.0,20,DALI-2 · NFC,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
